OrderNumber,OrderDate,CurrencyCode,_SalesAM_ID,_CustomerID,_SiteID,_ProductID,Order Quantity,Discount Applied,Unit Price,Unit Cost
SO - 0003339,6/13/2019,RWF,13,36,116,9,6,0.4,"2,237.80","1,297.92"
SO - 0003340,6/13/2019,RWF,6,50,40,35,3,0.075,891.10,543.57
SO - 0003341,6/13/2019,RWF,4,12,8,30,4,0.2,"2,224.40","1,757.28"
SO - 0003342,6/14/2019,RWF,16,38,133,29,1,0.3,"2,452.20","1,054.45"
SO - 0003343,6/14/2019,RWF,17,14,105,5,1,0.05,"5,835.70","4,026.63"
SO - 0003344,6/14/2019,RWF,17,20,39,47,3,0.075,"1,098.80",933.98
SO - 0003345,6/14/2019,RWF,13,8,208,8,8,0.05,911.20,628.73
SO - 0003346,6/14/2019,RWF,1,47,132,9,3,0.15,"1,869.30","1,401.98"
SO - 0003347,6/14/2019,RWF,27,1,238,4,7,0.1,"3,604.60","2,379.04"
SO - 0003348,6/14/2019,RWF,17,26,75,9,2,0.1,884.40,477.58
SO - 0003349,6/14/2019,RWF,23,47,350,16,3,0.1,"2,814.00","1,885.38"
SO - 0003350,6/14/2019,RWF,16,22,144,34,8,0.1,"1,688.40","1,063.69"
SO - 0003351,6/14/2019,RWF,1,14,77,29,5,0.075,958.10,804.80
SO - 0003352,6/14/2019,RWF,16,40,297,28,8,0.2,"1,795.60","1,256.92"
SO - 0003353,6/15/2019,RWF,16,18,197,28,5,0.2,"2,217.70","1,131.03"
SO - 0003354,6/15/2019,RWF,12,34,266,43,1,0.075,"5,467.20","3,772.37"
SO - 0003355,6/15/2019,RWF,12,16,83,17,4,0.075,"3,819.00","2,405.97"
SO - 0003356,6/15/2019,RWF,24,29,352,29,6,0.15,"1,011.70",627.25
SO - 0003357,6/15/2019,RWF,22,22,273,43,3,0.075,"1,018.40",682.33
SO - 0003358,6/15/2019,RWF,28,20,136,45,5,0.15,"1,018.40",539.75
SO - 0003359,6/15/2019,RWF,5,24,269,27,7,0.05,"3,812.30","2,592.36"
SO - 0003360,6/15/2019,RWF,7,14,130,7,5,0.2,"3,953.00","1,818.38"
SO - 0003361,6/16/2019,RWF,18,50,20,5,1,0.05,"3,953.00","3,241.46"
SO - 0003362,6/16/2019,RWF,10,49,79,17,3,0.2,"2,318.20","1,669.10"
SO - 0003363,6/17/2019,RWF,14,12,49,27,7,0.1,864.30,509.94
SO - 0003364,6/17/2019,RWF,11,39,222,36,7,0.05,"1,105.50",851.24
SO - 0003365,6/17/2019,RWF,6,24,67,28,2,0.075,"1,031.80",856.39
SO - 0003366,6/17/2019,RWF,25,45,152,47,4,0.3,"2,539.30","1,929.87"
SO - 0003367,6/18/2019,RWF,14,35,6,23,4,0.05,"2,968.10","1,187.24"
SO - 0003368,6/18/2019,RWF,25,2,281,32,1,0.1,"1,018.40",763.80
SO - 0003369,6/18/2019,RWF,12,1,201,9,2,0.05,696.80,341.43
SO - 0003370,6/18/2019,RWF,7,26,15,25,4,0.05,"1,835.80","1,523.71"
SO - 0003371,6/18/2019,RWF,13,16,84,13,3,0.05,"3,899.40","3,314.49"
SO - 0003372,6/18/2019,RWF,28,1,30,24,3,0.05,"2,941.30","2,176.56"
SO - 0003373,6/18/2019,RWF,13,41,352,13,3,0.2,"5,534.20","4,095.31"
SO - 0003374,6/18/2019,RWF,18,6,355,38,7,0.075,"1,132.30",532.18
SO - 0003375,6/18/2019,RWF,6,41,84,2,6,0.05,"1,822.40",911.20
SO - 0003376,6/18/2019,RWF,9,41,8,27,8,0.2,187.60,138.82
SO - 0003377,6/18/2019,RWF,2,33,214,9,6,0.05,"1,045.20",857.06
SO - 0003378,6/18/2019,RWF,5,7,1,43,2,0.3,"2,351.70","1,269.92"
SO - 0003379,6/18/2019,RWF,19,23,232,23,6,0.05,"3,517.50","2,778.83"
SO - 0003380,6/18/2019,RWF,2,3,195,17,1,0.1,"5,380.10","4,357.88"
SO - 0003381,6/19/2019,RWF,16,38,54,42,2,0.05,"1,025.10",727.82
SO - 0003382,6/19/2019,RWF,17,35,108,3,5,0.075,"1,038.50",778.88
SO - 0003383,6/19/2019,RWF,25,21,23,32,1,0.075,"4,006.60","2,604.29"
SO - 0003384,6/19/2019,RWF,8,25,204,6,3,0.15,"5,313.10","3,772.30"
SO - 0003385,6/20/2019,RWF,19,43,138,36,5,0.05,"1,246.20",934.65
SO - 0003386,6/20/2019,RWF,8,20,354,1,8,0.1,850.90,433.96
SO - 0003387,6/20/2019,RWF,1,25,83,6,1,0.05,"6,411.90","2,821.24"
SO - 0003388,6/20/2019,RWF,11,47,293,46,1,0.05,268.00,163.48
SO - 0003389,6/20/2019,RWF,24,29,262,43,1,0.05,"2,485.70","1,615.71"
SO - 0003390,6/20/2019,RWF,12,14,366,33,1,0.075,"1,782.20","1,372.29"
SO - 0003391,6/20/2019,RWF,26,8,83,46,1,0.15,"1,273.00",509.20
SO - 0003392,6/21/2019,RWF,4,22,273,47,4,0.05,"3,859.20","1,698.05"
SO - 0003393,6/21/2019,RWF,23,45,100,19,6,0.075,"5,534.20","4,095.31"
SO - 0003394,6/21/2019,RWF,12,4,141,43,4,0.075,797.30,414.60
SO - 0003395,6/21/2019,RWF,15,31,59,27,4,0.4,"1,748.70","1,294.04"
SO - 0003396,6/21/2019,RWF,14,29,340,32,2,0.05,"3,919.50","3,135.60"
SO - 0003397,6/21/2019,RWF,7,5,8,46,1,0.05,201.00,142.71
SO - 0003398,6/21/2019,RWF,20,43,185,23,6,0.3,864.30,622.30
SO - 0003399,6/21/2019,RWF,1,20,344,12,1,0.075,"1,072.00",814.72
SO - 0003400,6/21/2019,RWF,5,10,157,35,2,0.075,817.40,645.75
SO - 0003401,6/22/2019,RWF,27,38,96,43,4,0.1,"3,946.30","2,801.87"
SO - 0003402,6/22/2019,RWF,17,32,287,29,3,0.15,737.00,412.72
SO - 0003403,6/22/2019,RWF,21,47,131,11,6,0.05,"2,559.40","1,356.48"
SO - 0003404,6/22/2019,RWF,4,10,245,43,3,0.05,"6,351.60","2,921.74"
SO - 0003405,6/22/2019,RWF,26,8,115,10,1,0.15,"5,721.80","3,719.17"
SO - 0003406,6/22/2019,RWF,14,24,207,19,2,0.15,"6,137.20","4,296.04"
SO - 0003407,6/22/2019,RWF,22,30,160,1,5,0.1,261.30,198.59
SO - 0003408,6/23/2019,RWF,8,40,146,15,8,0.075,"3,919.50","2,900.43"
SO - 0003409,6/23/2019,RWF,2,37,175,45,7,0.3,"1,259.60",919.51
SO - 0003410,6/23/2019,RWF,11,38,98,34,5,0.1,"2,358.40","1,532.96"
SO - 0003411,6/23/2019,RWF,10,45,364,41,4,0.05,"2,887.70","1,443.85"
SO - 0003412,6/23/2019,RWF,23,42,359,36,5,0.05,"1,065.30",628.53
SO - 0003413,6/23/2019,RWF,22,5,86,43,3,0.3,"5,326.50","2,503.46"
SO - 0003414,6/23/2019,RWF,17,31,280,10,8,0.05,"3,423.70","1,540.67"
SO - 0003415,6/24/2019,RWF,1,45,172,25,2,0.4,"3,879.30","1,823.27"
SO - 0003416,6/24/2019,RWF,9,22,328,27,3,0.3,"3,926.20","3,258.75"
SO - 0003417,6/24/2019,RWF,3,44,254,23,4,0.2,998.30,798.64
SO - 0003418,6/24/2019,RWF,16,40,9,36,8,0.05,917.90,523.20
SO - 0003419,6/25/2019,RWF,16,46,6,12,6,0.075,"1,098.80",637.30
SO - 0003420,6/25/2019,RWF,12,44,188,21,2,0.4,"3,993.20","2,515.72"
SO - 0003421,6/25/2019,RWF,25,14,113,40,5,0.05,"2,485.70","1,640.56"
SO - 0003422,6/25/2019,RWF,8,33,5,44,2,0.075,221.10,121.61
SO - 0003423,6/25/2019,RWF,15,26,298,8,2,0.05,"2,237.80","1,566.46"
SO - 0003424,6/25/2019,RWF,18,40,40,34,7,0.3,"2,244.50","1,391.59"
SO - 0003425,6/25/2019,RWF,11,24,300,15,8,0.15,737.00,449.57
SO - 0003426,6/26/2019,RWF,15,18,300,42,4,0.2,"2,244.50","1,279.37"
SO - 0003427,6/26/2019,RWF,20,36,236,29,8,0.05,"3,953.00","2,767.10"
SO - 0003428,6/26/2019,RWF,13,27,48,39,7,0.4,"4,020.00","2,251.20"
SO - 0003429,6/26/2019,RWF,28,29,168,45,4,0.075,"6,411.90","3,911.26"
SO - 0003430,6/26/2019,RWF,21,24,18,18,1,0.1,"1,782.20","1,354.47"
SO - 0003431,6/26/2019,RWF,7,19,272,3,3,0.1,998.30,549.07
SO - 0003432,6/26/2019,RWF,18,37,257,43,8,0.05,710.20,568.16
SO - 0003433,6/26/2019,RWF,7,30,149,27,8,0.15,227.80,154.90
SO - 0003434,6/26/2019,RWF,23,35,177,8,1,0.15,"1,065.30",724.40
SO - 0003435,6/26/2019,RWF,18,49,312,4,6,0.1,214.40,120.06
SO - 0003436,6/26/2019,RWF,22,17,145,43,1,0.075,"1,286.40",836.16
SO - 0003437,6/26/2019,RWF,3,44,182,34,5,0.075,"1,051.90",715.29
SO - 0003438,6/27/2019,RWF,14,45,345,27,4,0.1,"5,272.90","3,849.22"
SO - 0003439,6/27/2019,RWF,3,26,206,26,8,0.1,"1,018.40",835.09
SO - 0003440,6/27/2019,RWF,6,31,96,30,6,0.4,"3,651.50","2,117.87"
SO - 0003441,6/27/2019,RWF,14,30,56,10,4,0.2,"2,284.70","1,759.22"
SO - 0003442,6/27/2019,RWF,17,16,161,12,2,0.05,"6,378.40","3,061.63"
SO - 0003443,6/28/2019,RWF,10,38,325,14,6,0.15,"6,385.10","4,661.12"
SO - 0003444,6/28/2019,RWF,28,32,27,16,7,0.1,"5,065.20","3,900.20"
SO - 0003445,6/28/2019,RWF,27,31,228,32,6,0.075,"1,085.40",586.12
SO - 0003446,6/28/2019,RWF,28,10,213,17,1,0.075,"2,445.50","1,760.76"
SO - 0003447,6/28/2019,RWF,8,31,31,32,7,0.05,247.90,131.39
SO - 0003448,6/28/2019,RWF,9,45,313,15,7,0.05,"1,072.00",825.44
SO - 0003449,6/28/2019,RWF,23,29,144,24,4,0.075,"2,599.60","1,429.78"
SO - 0003450,6/28/2019,RWF,6,20,68,37,6,0.15,254.60,178.22
SO - 0003451,6/28/2019,RWF,10,48,277,38,2,0.075,"6,378.40","3,890.82"
SO - 0003452,6/28/2019,RWF,28,8,233,43,2,0.075,261.30,164.62
SO - 0003453,6/29/2019,RWF,10,10,340,46,7,0.1,"2,345.00","1,969.80"
SO - 0003454,6/29/2019,RWF,1,30,71,39,4,0.05,"1,675.00",670.00
SO - 0003455,6/29/2019,RWF,22,24,53,32,3,0.05,"2,512.50","1,130.63"
SO - 0003456,6/29/2019,RWF,11,32,176,35,4,0.05,"3,926.20","2,905.39"
SO - 0003457,6/29/2019,RWF,11,45,220,29,8,0.075,"5,366.70","4,239.69"
SO - 0003458,6/29/2019,RWF,17,17,292,43,1,0.1,877.70,623.17
SO - 0003459,6/29/2019,RWF,8,47,270,32,6,0.075,"1,058.60",539.89
SO - 0003460,6/29/2019,RWF,11,19,275,3,6,0.075,"1,072.00",493.12
SO - 0003461,6/30/2019,RWF,27,29,329,40,5,0.075,"3,912.80","2,543.32"
SO - 0003462,6/30/2019,RWF,10,39,305,38,1,0.1,227.80,107.07
SO - 0003463,6/30/2019,RWF,27,29,30,21,2,0.075,"1,139.00",558.11
SO - 0003464,6/30/2019,RWF,25,47,223,28,6,0.05,201.00,98.49
SO - 0003465,6/30/2019,RWF,11,35,326,44,4,0.075,"1,038.50",799.65
SO - 0003466,6/30/2019,RWF,24,12,155,39,5,0.3,254.60,142.58
SO - 0003467,6/30/2019,RWF,11,44,320,40,6,0.1,"1,058.60",518.71
SO - 0003468,7/1/2019,RWF,3,10,292,17,5,0.1,247.90,198.32
SO - 0003469,7/1/2019,RWF,15,34,332,3,7,0.05,"1,025.10",481.80
SO - 0003470,7/1/2019,RWF,2,19,320,22,1,0.075,"5,782.10","3,700.54"
SO - 0003471,7/1/2019,RWF,28,25,97,9,8,0.2,"1,051.90",462.84
SO - 0003472,7/1/2019,RWF,21,26,237,45,8,0.075,844.20,379.89
SO - 0003473,7/1/2019,RWF,10,20,189,35,2,0.1,"2,412.00","2,026.08"
SO - 0003474,7/2/2019,RWF,21,18,293,10,7,0.05,"1,031.80",804.80
SO - 0003475,7/2/2019,RWF,24,21,172,36,1,0.1,"5,983.10","3,410.37"
SO - 0003476,7/2/2019,RWF,22,12,128,47,7,0.05,830.80,697.87
SO - 0003477,7/2/2019,RWF,17,1,262,23,8,0.1,"1,092.10",633.42
SO - 0003478,7/2/2019,RWF,5,24,193,30,3,0.2,"1,011.70",718.31
SO - 0003479,7/2/2019,RWF,11,25,208,33,3,0.075,"1,882.70","1,186.10"
SO - 0003480,7/2/2019,RWF,27,8,171,37,2,0.075,"1,252.90",914.62
SO - 0003481,7/2/2019,RWF,24,6,140,31,8,0.2,"1,708.50","1,435.14"
SO - 0003482,7/2/2019,RWF,3,37,268,35,1,0.1,"1,273.00",954.75
SO - 0003483,7/2/2019,RWF,17,3,219,38,2,0.15,"2,438.80","1,341.34"
SO - 0003484,7/2/2019,RWF,10,27,255,15,1,0.1,"3,061.90","1,745.28"
SO - 0003485,7/2/2019,RWF,23,2,360,28,6,0.15,"3,061.90","1,224.76"
SO - 0003486,7/2/2019,RWF,1,6,119,24,1,0.05,167.50,142.38
SO - 0003487,7/2/2019,RWF,14,47,323,2,6,0.15,"3,993.20","3,234.49"
SO - 0003488,7/2/2019,RWF,3,10,326,21,5,0.1,"1,125.60",585.31
SO - 0003489,7/2/2019,RWF,24,17,191,4,3,0.075,"1,159.10",846.14
SO - 0003490,7/2/2019,RWF,14,29,222,32,1,0.075,"1,038.50",810.03
SO - 0003491,7/3/2019,RWF,16,33,220,39,4,0.1,214.40,135.07
SO - 0003492,7/3/2019,RWF,15,47,116,16,7,0.15,"1,748.70",804.40
SO - 0003493,7/3/2019,RWF,19,38,275,43,1,0.05,"2,834.10","1,445.39"
SO - 0003494,7/3/2019,RWF,27,39,232,46,7,0.075,"2,324.90",953.21
SO - 0003495,7/3/2019,RWF,26,43,227,45,1,0.3,"1,815.70","1,470.72"
SO - 0003496,7/3/2019,RWF,17,5,68,9,3,0.1,187.60,99.43
SO - 0003497,7/3/2019,RWF,10,11,224,37,2,0.2,"1,232.80",505.45
SO - 0003498,7/3/2019,RWF,17,38,326,12,5,0.075,978.20,498.88
SO - 0003499,7/4/2019,RWF,7,1,211,27,4,0.05,"1,172.50",914.55
SO - 0003500,7/4/2019,RWF,8,28,147,9,1,0.15,"1,105.50",442.20
SO - 0003501,7/4/2019,RWF,20,10,350,25,5,0.075,"2,760.40","1,739.05"
SO - 0003502,7/4/2019,RWF,17,47,53,10,1,0.05,268.00,134.00
SO - 0003503,7/4/2019,RWF,6,21,74,20,7,0.1,"1,246.20",984.50
SO - 0003504,7/5/2019,RWF,15,42,214,31,1,0.05,"2,720.20","1,441.71"
SO - 0003505,7/5/2019,RWF,19,13,174,17,4,0.4,"1,132.30",962.46
SO - 0003506,7/5/2019,RWF,19,21,229,9,2,0.15,"1,051.90",494.39
SO - 0003507,7/5/2019,RWF,6,16,329,16,3,0.2,"1,112.20",556.10
SO - 0003508,7/5/2019,RWF,9,21,124,29,5,0.05,"3,886.00","2,953.36"
SO - 0003509,7/5/2019,RWF,7,45,339,30,2,0.1,"2,479.00","1,834.46"
SO - 0003510,7/5/2019,RWF,15,24,139,10,1,0.15,"1,085.40",542.70
SO - 0003511,7/5/2019,RWF,5,21,209,3,6,0.075,683.40,369.04
SO - 0003512,7/5/2019,RWF,26,26,281,18,1,0.05,944.70,415.67
SO - 0003513,7/6/2019,RWF,7,33,208,32,4,0.075,"1,045.20",648.02
SO - 0003514,7/6/2019,RWF,5,18,343,14,7,0.2,"1,118.90",626.58
SO - 0003515,7/6/2019,RWF,19,30,257,13,3,0.1,"1,956.40",782.56
SO - 0003516,7/6/2019,RWF,17,42,83,26,8,0.4,"1,085.40",434.16
SO - 0003517,7/6/2019,RWF,23,20,321,46,1,0.1,"1,112.20",934.25
SO - 0003518,7/6/2019,RWF,20,12,67,6,3,0.05,247.90,146.26
SO - 0003519,7/7/2019,RWF,12,40,249,37,4,0.05,"1,139.00",728.96
SO - 0003520,7/7/2019,RWF,10,41,133,12,1,0.4,"1,038.50",633.49
SO - 0003521,7/7/2019,RWF,23,46,179,25,3,0.05,"1,078.70",841.39
SO - 0003522,7/7/2019,RWF,5,29,191,39,3,0.075,"3,604.60","2,270.90"
SO - 0003523,7/7/2019,RWF,23,16,141,3,7,0.075,871.00,531.31
SO - 0003524,7/7/2019,RWF,28,47,132,26,3,0.05,984.90,512.15
SO - 0003525,7/7/2019,RWF,18,39,153,21,8,0.2,"5,989.80","4,552.25"
SO - 0003526,7/7/2019,RWF,27,28,86,47,5,0.1,978.20,616.27
SO - 0003527,7/7/2019,RWF,27,8,1,5,7,0.1,"1,701.80","1,429.51"
SO - 0003528,7/7/2019,RWF,12,24,170,6,8,0.15,"1,688.40","1,080.58"
SO - 0003529,7/8/2019,RWF,6,16,177,44,5,0.05,"2,479.00","1,065.97"
SO - 0003530,7/8/2019,RWF,26,42,57,4,6,0.05,214.40,175.81
SO - 0003531,7/8/2019,RWF,15,41,43,14,6,0.3,"1,902.80","1,046.54"
SO - 0003532,7/8/2019,RWF,12,11,272,14,4,0.05,268.00,214.40
SO - 0003533,7/8/2019,RWF,4,5,16,19,8,0.15,884.40,725.21
SO - 0003534,7/8/2019,RWF,15,32,197,1,7,0.1,"1,118.90",939.88
SO - 0003535,7/8/2019,RWF,16,10,9,38,4,0.075,"1,976.50","1,462.61"
SO - 0003536,7/9/2019,RWF,6,41,38,8,5,0.1,"6,411.90","3,526.55"
SO - 0003537,7/9/2019,RWF,15,18,341,38,5,0.075,"1,279.70",870.20
SO - 0003538,7/9/2019,RWF,9,1,73,43,2,0.05,"1,051.90",831.00
SO - 0003539,7/9/2019,RWF,20,42,120,1,1,0.05,"1,889.40","1,020.28"
SO - 0003540,7/9/2019,RWF,20,49,209,6,2,0.05,"1,078.70",528.56
SO - 0003541,7/9/2019,RWF,13,48,239,17,2,0.15,"2,505.80","1,678.89"
SO - 0003542,7/10/2019,RWF,15,13,339,10,5,0.15,"2,847.50","1,708.50"
SO - 0003543,7/10/2019,RWF,10,15,275,17,2,0.05,"2,780.50","1,445.86"
SO - 0003544,7/10/2019,RWF,23,12,286,23,7,0.05,"2,358.40","1,249.95"
SO - 0003545,7/10/2019,RWF,2,17,313,18,3,0.05,"6,411.90","4,680.69"
SO - 0003546,7/10/2019,RWF,8,38,31,4,6,0.075,"1,118.90",469.94
SO - 0003547,7/10/2019,RWF,22,50,80,12,2,0.1,"5,279.60","3,431.74"
SO - 0003548,7/10/2019,RWF,26,41,278,24,6,0.15,"1,172.50",644.88
SO - 0003549,7/10/2019,RWF,25,49,5,20,8,0.1,"1,045.20",480.79
SO - 0003550,7/10/2019,RWF,14,1,203,41,5,0.05,"1,025.10",635.56
SO - 0003551,7/10/2019,RWF,10,49,71,21,6,0.1,"5,420.30","3,577.40"
SO - 0003552,7/11/2019,RWF,25,37,343,27,2,0.05,844.20,616.27
SO - 0003553,7/11/2019,RWF,9,42,151,32,4,0.15,"3,859.20","3,241.73"
SO - 0003554,7/11/2019,RWF,14,45,303,47,5,0.1,"3,986.50","2,232.44"
SO - 0003555,7/12/2019,RWF,10,15,92,22,5,0.15,"1,829.10",859.68
SO - 0003556,7/12/2019,RWF,26,11,151,28,8,0.3,"2,425.40","1,455.24"
SO - 0003557,7/12/2019,RWF,13,14,112,33,2,0.15,"1,078.70",679.58
SO - 0003558,7/12/2019,RWF,22,5,153,2,7,0.1,"3,189.20","2,423.79"
SO - 0003559,7/12/2019,RWF,22,18,328,20,7,0.05,810.70,664.77
SO - 0003560,7/12/2019,RWF,1,18,173,37,4,0.05,"3,819.00","2,062.26"
SO - 0003561,7/13/2019,RWF,27,7,151,6,8,0.075,"3,564.40","2,566.37"
SO - 0003562,7/13/2019,RWF,22,48,187,47,1,0.05,"2,351.70","1,011.23"
SO - 0003563,7/13/2019,RWF,15,33,239,2,1,0.3,"1,165.80",827.72
SO - 0003564,7/13/2019,RWF,20,48,127,28,7,0.05,"1,112.20",633.95
SO - 0003565,7/13/2019,RWF,12,50,215,45,5,0.1,877.70,623.17
SO - 0003566,7/14/2019,RWF,7,26,305,47,6,0.15,"1,788.90","1,431.12"
SO - 0003567,7/14/2019,RWF,22,37,145,41,3,0.075,"2,546.00","1,374.84"
SO - 0003568,7/14/2019,RWF,13,37,87,42,2,0.05,"2,465.60","1,725.92"
SO - 0003569,7/14/2019,RWF,27,43,291,42,1,0.15,"5,956.30","4,228.97"
SO - 0003570,7/14/2019,RWF,16,34,296,46,5,0.05,"1,072.00",686.08
SO - 0003571,7/14/2019,RWF,16,19,337,41,8,0.1,978.20,674.96
SO - 0003572,7/14/2019,RWF,6,33,212,20,5,0.2,180.90,79.60
SO - 0003573,7/14/2019,RWF,21,41,112,46,1,0.05,857.60,428.80
SO - 0003574,7/14/2019,RWF,15,41,345,40,1,0.075,"5,755.30","3,740.95"
SO - 0003575,7/14/2019,RWF,22,3,281,4,8,0.075,"2,485.70","1,988.56"
SO - 0003576,7/15/2019,RWF,9,30,199,25,1,0.1,864.30,639.58
SO - 0003577,7/15/2019,RWF,8,17,54,24,8,0.075,817.40,498.61
SO - 0003578,7/15/2019,RWF,10,25,170,37,5,0.075,"1,038.50",675.03
SO - 0003579,7/15/2019,RWF,7,32,114,36,4,0.15,"1,092.10",928.29
SO - 0003580,7/15/2019,RWF,14,13,302,6,3,0.075,"3,825.70","1,912.85"
SO - 0003581,7/15/2019,RWF,15,20,296,8,2,0.1,167.50,128.98
SO - 0003582,7/15/2019,RWF,21,24,80,42,7,0.075,"3,939.60","2,127.38"
SO - 0003583,7/15/2019,RWF,2,19,30,26,5,0.15,261.30,167.23
SO - 0003584,7/15/2019,RWF,9,12,235,37,5,0.15,"2,385.20","1,454.97"
SO - 0003585,7/15/2019,RWF,11,10,71,18,1,0.4,"3,865.90","3,131.38"
SO - 0003586,7/16/2019,RWF,12,2,294,42,5,0.05,"3,832.40","1,571.28"
SO - 0003587,7/16/2019,RWF,11,1,129,1,2,0.1,"3,852.50","2,658.23"
SO - 0003588,7/16/2019,RWF,13,26,2,17,1,0.075,214.40,137.22
SO - 0003589,7/16/2019,RWF,17,47,303,47,5,0.2,254.60,178.22
SO - 0003590,7/16/2019,RWF,23,22,353,13,5,0.3,"1,092.10",436.84
SO - 0003591,7/17/2019,RWF,6,20,347,21,2,0.1,"1,688.40",911.74
SO - 0003592,7/17/2019,RWF,3,1,89,27,2,0.15,"3,021.70","1,269.11"
SO - 0003593,7/17/2019,RWF,19,42,110,8,8,0.4,"3,926.20","2,866.13"
SO - 0003594,7/17/2019,RWF,2,34,84,31,1,0.15,"2,257.90","1,241.85"
SO - 0003595,7/17/2019,RWF,15,49,124,39,2,0.05,"2,586.20","2,172.41"
SO - 0003596,7/17/2019,RWF,8,28,276,46,1,0.05,"1,065.30",617.87
SO - 0003597,7/17/2019,RWF,2,31,360,23,5,0.075,"3,075.30","1,322.38"
SO - 0003598,7/17/2019,RWF,4,29,297,16,7,0.05,"1,165.80",547.93
SO - 0003599,7/17/2019,RWF,19,48,355,7,3,0.075,"5,875.90","2,467.88"
SO - 0003600,7/18/2019,RWF,27,45,7,10,3,0.075,207.70,145.39
SO - 0003601,7/18/2019,RWF,26,45,356,18,2,0.1,"1,038.50",872.34
SO - 0003602,7/18/2019,RWF,9,47,266,3,1,0.4,"6,023.30","4,758.41"
SO - 0003603,7/18/2019,RWF,4,19,302,42,5,0.05,964.80,501.70
SO - 0003604,7/18/2019,RWF,25,14,326,20,7,0.4,"2,371.80","1,351.93"
SO - 0003605,7/18/2019,RWF,18,9,107,36,5,0.2,884.40,742.90
SO - 0003606,7/18/2019,RWF,27,11,77,10,7,0.05,"2,941.30","2,058.91"
SO - 0003607,7/18/2019,RWF,6,30,99,37,1,0.05,"1,762.10","1,251.09"
SO - 0003608,7/18/2019,RWF,3,45,30,44,3,0.05,"6,398.50","5,118.80"
SO - 0003609,7/19/2019,RWF,27,40,130,42,7,0.2,"1,963.10","1,197.49"
SO - 0003610,7/19/2019,RWF,9,4,127,3,1,0.1,"1,038.50",654.26
SO - 0003611,7/19/2019,RWF,9,49,47,40,7,0.05,"1,226.10",674.36
SO - 0003612,7/19/2019,RWF,12,47,349,13,1,0.15,"1,219.40",841.39
SO - 0003613,7/19/2019,RWF,8,17,242,25,6,0.3,"5,748.60","2,989.27"
SO - 0003614,7/19/2019,RWF,25,33,350,16,6,0.2,777.20,334.20
SO - 0003615,7/19/2019,RWF,10,45,367,30,3,0.15,917.90,761.86
SO - 0003616,7/19/2019,RWF,8,31,185,16,6,0.15,"1,051.90",462.84
SO - 0003617,7/19/2019,RWF,1,10,272,17,5,0.1,"1,132.30",679.38
SO - 0003618,7/19/2019,RWF,22,28,269,5,1,0.15,"6,164.00","3,020.36"
SO - 0003619,7/19/2019,RWF,8,45,311,36,4,0.05,"2,539.30","2,082.23"
SO - 0003620,7/20/2019,RWF,23,32,246,38,5,0.15,"6,117.10","3,792.60"
SO - 0003621,7/20/2019,RWF,18,19,139,27,1,0.075,"3,852.50","2,465.60"
SO - 0003622,7/20/2019,RWF,14,32,239,39,3,0.05,"3,832.40","2,069.50"
SO - 0003623,7/20/2019,RWF,1,7,300,33,8,0.1,"1,125.60",799.18
SO - 0003624,7/20/2019,RWF,7,38,297,43,6,0.05,"3,088.70","1,420.80"
SO - 0003625,7/20/2019,RWF,10,29,20,38,6,0.05,"1,038.50",841.19
SO - 0003626,7/20/2019,RWF,19,27,219,33,7,0.1,757.10,431.55
SO - 0003627,7/20/2019,RWF,22,9,121,33,7,0.05,214.40,100.77
SO - 0003628,7/21/2019,RWF,10,39,178,17,4,0.05,750.40,607.82
SO - 0003629,7/21/2019,RWF,16,28,235,12,6,0.2,"1,045.20",606.22
SO - 0003630,7/21/2019,RWF,18,43,91,8,6,0.05,194.30,163.21
SO - 0003631,7/21/2019,RWF,1,38,145,9,7,0.075,234.50,147.74
SO - 0003632,7/21/2019,RWF,9,29,175,27,4,0.075,"3,597.90","2,698.43"
SO - 0003633,7/21/2019,RWF,14,32,134,3,4,0.1,790.60,387.39
SO - 0003634,7/21/2019,RWF,15,17,86,39,5,0.1,"6,177.40","3,891.76"
SO - 0003635,7/21/2019,RWF,18,11,72,7,6,0.075,"1,112.20",544.98
SO - 0003636,7/21/2019,RWF,26,30,14,1,1,0.1,"1,822.40","1,530.82"
SO - 0003637,7/21/2019,RWF,19,33,6,46,5,0.05,737.00,302.17
SO - 0003638,7/21/2019,RWF,6,23,189,24,1,0.1,790.60,656.20
SO - 0003639,7/21/2019,RWF,11,40,338,47,7,0.05,"1,011.70",505.85
SO - 0003640,7/22/2019,RWF,22,20,159,3,2,0.05,"1,165.80",489.64
SO - 0003641,7/22/2019,RWF,4,44,141,13,2,0.075,"2,211.00","1,392.93"
SO - 0003642,7/22/2019,RWF,2,4,7,25,2,0.075,750.40,487.76
SO - 0003643,7/22/2019,RWF,8,19,306,25,8,0.075,"1,051.90",725.81
SO - 0003644,7/22/2019,RWF,24,33,247,41,7,0.1,"5,427.00","3,201.93"
SO - 0003645,7/22/2019,RWF,19,23,358,37,3,0.1,"2,505.80","1,854.29"
SO - 0003646,7/22/2019,RWF,10,28,200,17,3,0.075,"3,162.40","2,624.79"
SO - 0003647,7/22/2019,RWF,27,22,222,11,1,0.05,"3,122.20","1,717.21"
SO - 0003648,7/22/2019,RWF,13,8,206,28,2,0.15,"1,125.60",450.24
SO - 0003649,7/22/2019,RWF,9,50,352,21,3,0.05,"2,385.20","1,311.86"
